t,y
0,5
0.001,4.998500262471877
0.002,4.9970009747862845
0.003,4.995502136808294
0.004,4.994003748403015
0.005,4.992505809435602
0.006,4.991008319771245
0.007,4.9895112792751775
0.008,4.988014687812672
0.009000000000000001,4.9865185452490435
0.010000000000000002,4.985022851449645
0.011000000000000003,4.98352760627987
0.012000000000000004,4.982032809605155
0.013000000000000005,4.9805384612909736
0.014000000000000005,4.979044561202842
0.015000000000000006,4.977551109206315
0.016000000000000007,4.97605810516699
0.017000000000000008,4.974565548950502
0.01800000000000001,4.973073440422528
0.01900000000000001,4.971581779448785
0.02000000000000001,4.97009056589503
0.02100000000000001,4.968599799627062
0.022000000000000013,4.967109480510716
0.023000000000000013,4.965619608411872
0.024000000000000014,4.964130183196448
0.025000000000000015,4.962641204730402
0.026000000000000016,4.961152672879733
0.027000000000000017,4.9596645875104794
0.028000000000000018,4.95817694848872
0.02900000000000002,4.956689755680576
0.03000000000000002,4.955203008952204
0.03100000000000002,4.9537167081698055
0.03200000000000002,4.952230853199619
0.03300000000000002,4.950745443907924
0.03400000000000002,4.949260480161041
0.035000000000000024,4.9477759618253305
0.036000000000000025,4.946291888767191
0.037000000000000026,4.944808260853064
0.03800000000000003,4.943325077949429
0.03900000000000003,4.941842339922806
0.04000000000000003,4.940360046639755
0.04100000000000003,4.938878197966878
0.04200000000000003,4.937396793770814
0.04300000000000003,4.935915833918243
0.04400000000000003,4.934435318275886
0.04500000000000003,4.932955246710503
0.046000000000000034,4.931475619088895
0.047000000000000035,4.9299964352779
0.048000000000000036,4.9285176951444
0.04900000000000004,4.927039398555315
0.05000000000000004,4.925561545377604
0.05100000000000004,4.9240841354782665
0.05200000000000004,4.922607168724344
0.05300000000000004,4.921130644982915
0.05400000000000004,4.9196545641211
0.05500000000000004,4.918178926006057
0.05600000000000004,4.916703730504985
0.057000000000000044,4.915228977485125
0.058000000000000045,4.913754666813754
0.059000000000000045,4.912280798358192
0.060000000000000046,4.910807371985796
0.06100000000000005,4.909334387563966
0.06200000000000005,4.907861844960139
0.06300000000000004,4.9063897440417925
