t,y
0,5
0.0001,4.999850004499865
0.0002,4.99970001349946
0.00030000000000000003,4.99955002699865
0.0004,4.9994000449973
0.0005,4.999250067495275
0.0006000000000000001,4.99910009449244
0.0007000000000000001,4.99895012598866
0.0008000000000000001,4.998800161983801
0.0009000000000000002,4.998650202477727
0.0010000000000000002,4.998500247470303
0.0011000000000000003,4.998350296961394
0.0012000000000000003,4.998200350950866
0.0013000000000000004,4.998050409438584
0.0014000000000000004,4.997900472424411
0.0015000000000000005,4.997750539908214
0.0016000000000000005,4.997600611889857
0.0017000000000000006,4.997450688369206
0.0018000000000000006,4.9973007693461255
0.0019000000000000006,4.997150854820481
0.0020000000000000005,4.997000944792137
0.0021000000000000003,4.996851039260959
0.0022,4.996701138226812
0.0023,4.996551241689561
0.0024,4.996401349649071
0.0024999999999999996,4.996251462105208
0.0025999999999999994,4.996101579057837
0.0026999999999999993,4.995951700506821
0.002799999999999999,4.995801826452028
0.002899999999999999,4.995651956893321
0.0029999999999999988,4.9955020918305655
0.0030999999999999986,4.995352231263627
0.0031999999999999984,4.995202375192371
0.0032999999999999982,4.995052523616663
0.003399999999999998,4.994902676536367
0.003499999999999998,4.994752833951349
0.0035999999999999977,4.994602995861473
0.0036999999999999976,4.994453162266605
0.0037999999999999974,4.994303333166609
0.0038999999999999972,4.994153508561353
0.0039999999999999975,4.994003688450699
0.004099999999999998,4.9938538728345145
0.004199999999999998,4.993704061712664
0.004299999999999998,4.993554255085011
0.0043999999999999985,4.993404452951423
0.004499999999999999,4.993254655311763
0.004599999999999999,4.993104862165898
0.004699999999999999,4.992955073513693
0.0048,4.9928052893550126
0.0049,4.992655509689722
0.005,4.992505734517686
0.0051,4.992355963838771
0.005200000000000001,4.992206197652842
0.005300000000000001,4.992056435959763
0.005400000000000001,4.991906678759401
0.005500000000000001,4.991756926051619
0.005600000000000002,4.991607177836284
0.005700000000000002,4.9914574341132605
0.005800000000000002,4.991307694882414
0.0059000000000000025,4.991157960143609
0.006000000000000003,4.991008229896712
0.006100000000000003,4.990858504141588
0.006200000000000003,4.990708782878102
0.0063000000000000035,4.990559066106118
0.006400000000000004,4.990409353825504
0.006500000000000004,4.990259646036122
0.006600000000000004,4.99010994273784
0.0067000000000000046,4.989960243930522
0.006800000000000005,4.989810549614034
0.006900000000000005,4.98966085978824
0.007000000000000005,4.989511174453007
0.007100000000000006,4.9893614936081985
0.007200000000000006,4.989211817253681
0.007300000000000006,4.989062145389319
0.007400000000000006,4.988912478014979
0.007500000000000007,4.988762815130525
0.007600000000000007,4.988613156735823
0.007700000000000007,4.988463502830738
0.0078000000000000074,4.988313853415136
0.007900000000000008,4.988164208488881
0.008000000000000007,4.988014568051839
0.008100000000000007,4.987864932103876
0.008200000000000006,4.987715300644856
0.008300000000000005,4.987565673674646
0.008400000000000005,4.98741605119311
0.008500000000000004,4.987266433200114
0.008600000000000003,4.987116819695523
0.008700000000000003,4.986967210679203
0.008800000000000002,4.9868176061510185
0.008900000000000002,4.986668006110835
0.009000000000000001,4.986518410558518
0.0091,4.986368819493933
0.0092,4.9862192329169455
0.0093,4.986069650827421
0.009399999999999999,4.985920073225224
0.009499999999999998,4.985770500110221
0.009599999999999997,4.985620931482277
0.009699999999999997,4.9854713673412565
0.009799999999999996,4.985321807687026
0.009899999999999996,4.98517225251945
0.009999999999999995,4.985022701838395
0.010099999999999994,4.984873155643726
0.010199999999999994,4.984723613935308
0.010299999999999993,4.984574076713006
0.010399999999999993,4.9844245439766866
0.010499999999999992,4.984275015726214
0.010599999999999991,4.984125491961455
0.01069999999999999,4.983975972682275
0.01079999999999999,4.983826457888538
0.01089999999999999,4.983676947580111
0.010999999999999989,4.983527441756858
0.011099999999999988,4.983377940418646
